Name,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jim Smith,,,NBA,,76,3,11.5,1.2,2.3,.514,0.0,0.0,,1.2,2.3,.514,.514,0.5,1.2,.461,0.9,1.5,2.5,0.6,0.3,0.7,0.6,2.5,2.9
Joe Smith,,,NBA,,1030,619,26.2,4.2,9.2,.455,0.0,0.1,.238,4.2,9.1,.458,.456,2.5,3.1,.790,2.4,4.0,6.4,1.0,0.6,0.8,1.3,2.9,10.9
John Smith,,,ABA,,147,,22.9,2.4,6.2,.387,0.0,0.0,.000,2.4,6.2,.388,.387,1.2,2.1,.558,2.7,5.5,8.3,0.8,1.4,3.5,5.9,,
Josh Smith,,,NBA,,894,772,32.4,5.7,12.6,.452,0.5,1.8,.285,5.2,10.8,.480,.472,2.6,4.2,.632,1.9,5.5,7.4,3.1,1.2,1.9,2.5,2.8,14.5
Keith Smith,,,NBA,,42,4,11.0,1.4,3.6,.380,0.1,0.2,.333,1.3,3.4,.383,.390,0.5,0.7,.750,0.3,0.5,0.8,1.0,0.6,0.1,0.7,1.8,3.3
Ken Smith,,,ABA,,19,,8.6,1.8,4.4,.410,0.1,0.3,.200,1.7,4.1,.423,.416,0.7,0.8,.813,0.5,0.8,1.3,0.4,0.2,0.0,0.4,1.2,4.3
Kenny Smith,,,NBA,,737,650,30.1,4.8,10.0,.480,0.9,2.3,.399,3.9,7.7,.503,.525,2.3,2.7,.829,0.4,1.6,2.0,5.5,1.0,0.1,2.2,1.6,12.8
LaBradford Smith,,,NBA,,183,40,17.1,2.7,6.1,.432,0.2,0.6,.298,2.5,5.6,.446,.446,1.2,1.5,.813,0.5,1.0,1.5,2.2,0.8,0.1,1.2,2.0,6.7
Larry Smith,,,NBA,,883,525,25.9,2.9,5.4,.531,0.0,0.0,.000,2.9,5.4,.532,.531,1.0,1.8,.531,3.9,5.3,9.2,1.1,0.8,0.5,1.4,3.4,6.7
Leon Smith,,,NBA,,15,0,6.9,0.7,1.9,.393,0.0,0.0,,0.7,1.9,.393,.393,0.7,1.1,.647,0.7,1.5,2.2,0.2,0.3,0.1,0.2,0.9,2.2
Michael Smith,,,NBA,,141,10,9.4,2.1,4.4,.474,0.1,0.4,.150,2.0,4.0,.509,.481,0.7,0.9,.835,0.5,1.0,1.5,1.0,0.1,0.0,0.8,0.8,5.0
Michael Smith,,,NBA,,449,170,23.5,2.1,3.9,.538,0.0,0.0,.143,2.1,3.9,.539,.538,1.4,2.6,.529,2.5,4.6,7.1,1.5,0.8,0.6,1.2,2.5,5.6
Mike Smith,,,NBA,,17,0,10.6,1.1,3.5,.322,0.2,1.1,.167,0.9,2.4,.390,.347,0.6,0.9,.625,0.6,0.7,1.3,0.6,0.3,0.2,0.4,0.5,3.0
Nolan Smith,,,NBA,,84,4,9.9,1.3,3.5,.371,0.2,0.9,.260,1.1,2.6,.407,.403,0.5,0.7,.714,0.3,0.7,1.0,1.2,0.3,0.0,0.8,1.0,3.3
Otis Smith,,,NBA,,375,102,20.6,4.1,9.0,.455,0.1,0.5,.251,4.0,8.5,.467,.462,2.2,2.9,.762,1.6,2.2,3.8,1.8,1.0,0.5,1.5,2.1,10.5
Pete Smith,,,ABA,,5,,6.4,0.4,2.4,.167,0.0,0.4,.000,0.4,2.0,.200,.167,0.0,0.0,,0.6,1.0,1.6,0.2,,,1.0,1.0,0.8
Phil Smith,,,NBA,,659,58,29.1,6.1,12.8,.476,0.1,0.3,.253,6.1,12.7,.478,.477,2.9,3.7,.779,0.9,2.1,3.0,3.9,1.1,0.3,2.4,2.5,15.1
Randy Smith,,,NBA,,976,56,32.2,6.8,14.6,.470,0.1,0.3,.155,6.8,14.5,.472,.470,3.0,3.8,.781,1.1,2.4,3.7,4.6,1.7,0.1,2.4,2.6,16.7
Reggie Smith,,,NBA,,66,9,5.8,0.6,1.5,.394,0.0,0.0,.000,0.6,1.5,.398,.394,0.3,0.8,.404,0.8,1.0,1.8,0.1,0.2,0.1,0.2,1.0,1.5
Robert Smith,,,NBA,,229,1,13.6,1.8,4.2,.435,0.1,0.4,.238,1.8,4.0,.444,.441,1.3,1.4,.877,0.3,1.0,1.3,1.8,0.5,0.1,0.8,1.7,5.0
Russ Smith,,,NBA,,27,0,4.9,0.6,1.7,.319,0.1,0.6,.188,0.4,1.1,.387,.351,0.7,1.0,.769,0.1,0.5,0.6,0.7,0.3,0.0,0.7,0.7,2.0
Sam Smith,,,ABA,,255,,24.7,3.1,7.9,.401,0.0,0.1,.200,3.1,7.8,.403,.402,1.9,2.9,.657,2.9,3.8,7.0,1.1,1.2,2.2,8.2,,
Sam Smith,,,NBA,,46,,13.5,2.5,6.0,.419,0.3,1.2,.229,2.3,5.3,.446,.433,1.6,1.9,.862,0.5,0.9,1.4,1.3,0.7,0.3,0.9,1.4,6.8
Steve Smith,,,NBA,,942,717,30.6,4.9,11.1,.440,1.2,3.4,.358,3.7,7.7,.476,.494,3.3,3.8,.845,1.2,2.1,3.2,3.1,0.8,0.3,1.8,2.4,14.3
Steven Smith,,,NBA,,8,0,3.5,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.1,0.3,.500,0.1,0.6,0.8,0.0,0.1,0.0,0.3,0.5,0.6
Stevin Smith,,,NBA,,8,0,7.5,0.8,2.3,.333,0.1,0.8,.167,0.6,1.5,.417,.361,0.1,0.1,1.000,0.3,1.0,1.3,0.5,0.1,0.0,0.5,1.1,1.8
Theron Smith,,,NBA,,53,5,13.0,1.1,3.4,.335,0.2,0.5,.375,1.0,2.9,.329,.360,0.4,0.5,.833,1.0,2.0,3.0,0.7,0.2,0.2,0.8,1.4,2.8
Tony Smith,,,NBA,,457,87,16.0,2.2,5.2,.431,0.3,0.9,.307,2.0,4.3,.455,.456,0.8,1.1,.690,0.7,0.9,1.6,1.9,0.7,0.2,1.0,1.6,5.5
William Smith,,,NBA,,30,,16.4,2.7,6.3,.431,,,,,,,,1.4,2.4,.597,4.8,0.7,2.7,6.8
Willie Smith,,,NBA,,78,,15.4,1.8,4.6,.400,0.3,1.1,.239,1.6,3.7,.439,.424,0.7,0.9,.754,0.8,0.9,1.7,3.6,1.1,0.0,1.4,1.7,4.6
Rik Smits,,,NBA,,867,792,26.6,6.1,12.1,.507,0.0,0.0,.115,6.1,12.0,.508,.507,2.6,3.4,.773,1.8,4.3,6.1,1.4,0.4,1.3,1.8,3.5,14.8
Mike Smrek,,,NBA,,194,31,9.7,1.1,2.5,.431,0.0,0.0,.000,1.1,2.5,.433,.431,0.7,1.1,.617,0.8,1.4,2.2,0.3,0.2,0.8,0.7,2.1,2.9
Joe Smyth,,,NBA,,40,,12.4,1.2,3.5,.348,,,,,,,,0.9,1.6,.538,2.5,1.2,1.3,3.3,,,,,
Tony Snell,,,NBA,,391,207,22.3,2.3,5.4,.421,1.2,3.1,.379,1.1,2.3,.479,.530,0.5,0.7,.816,0.3,2.1,2.4,1.0,0.5,0.2,0.6,1.4,6.3
Eric Snow,,,NBA,,846,551,27.3,2.5,6.0,.424,0.1,0.3,.208,2.5,5.7,.436,.430,1.7,2.2,.763,0.5,2.0,2.5,5.0,1.2,0.1,1.6,2.4,6.8
Dick Snyder,,,NBA,,964,,26.6,5.1,10.4,.488,,,,,,,,2.0,2.5,.824,0.6,1.7,2.8,2.9,0.7,0.4,0.7,2.5,12.2
Kirk Snyder,,,NBA,,211,71,16.8,2.3,5.3,.438,0.4,1.3,.327,1.9,4.0,.475,.479,1.2,1.8,.699,0.7,1.6,2.3,1.1,0.4,0.3,1.0,1.6,6.3
Chips Sobek,,,NBA,,60,,,1.6,4.2,.378,,,,,,,,2.6,3.4,.761,,1.6,2.6,5.8
Ricky Sobers,,,NBA,,821,138,28.0,5.2,11.3,.459,0.3,0.9,.291,5.0,10.7,.467,.466,2.8,3.3,.843,0.8,1.8,2.6,4.3,1.3,0.2,3.0,3.2,13.3
Ron Sobie,,,NBA,,192,,20.1,2.9,7.8,.379,,,,,,,,2.6,3.2,.808,4.1,1.8,2.2,8.4,,,,,
Mike Sojourner,,,NBA,,191,,22.4,3.8,7.9,.480,,,,,,,,1.1,1.7,.671,1.9,4.5,6.5,0.9,0.5,0.6,2.4,8.7
Willie Sojourner,,,ABA,,309,,15.3,2.5,5.2,.486,0.0,0.0,.167,2.5,5.2,.487,.486,1.0,1.5,.684,1.7,3.2,4.8,0.7,0.2,0.9,1.0,2.6,6.0
Will Solomon,,,NBA,,115,13,13.8,1.9,5.0,.378,0.6,2.2,.298,1.3,2.9,.439,.443,0.6,0.9,.692,0.2,0.9,1.1,2.0,0.5,0.1,1.0,1.3,5.1
Willie Somerset,,,TOT,,143,,38.8,7.7,18.1,.425,0.5,1.8,.280,7.2,16.4,.441,.439,6.0,7.4,.808,1.9,2.6,4.6,3.6,2.8,3.4,21.9,,
Darius Songaila,,,NBA,,495,79,18.6,2.9,5.9,.499,0.0,0.0,.158,2.9,5.8,.501,.499,1.0,1.2,.844,1.1,2.3,3.4,1.2,0.7,0.2,1.0,2.4,6.9
Dave Sorenson,,,NBA,,213,,18.1,3.2,7.3,.442,,,,,,,,1.7,2.1,.778,4.7,1.3,1.9,8.1,,,,,
James Southerland,,,NBA,,4,0,7.5,1.3,3.8,.333,0.8,1.5,.500,0.5,2.3,.222,.433,0.3,0.5,.500,0.0,2.0,2.0,0.0,0.3,0.5,0.3,0.8,3.5
Gino Sovran,,,BAA,,6,,,0.8,2.5,.333,,,,,,,,0.2,0.3,.500,,0.2,0.8,1.8
Pape Sow,,,NBA,,76,29,11.6,1.0,2.5,.416,0.0,0.0,,1.0,2.5,.416,.416,0.8,1.2,.678,1.0,1.8,2.8,0.2,0.4,0.3,0.5,2.2,2.9
Ken Spain,,,ABA,,11,,10.2,0.7,2.0,.364,0.0,0.0,,0.7,2.0,.364,.364,0.7,1.5,.471,1.0,2.6,3.6,0.2,0.8,1.5,2.2
Ray Spalding,,,NBA,,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jim Spanarkel,,,NBA,,259,5,20.4,3.3,6.9,.470,0.0,0.2,.250,3.2,6.7,.476,.473,3.1,3.6,.855,1.2,1.4,2.5,2.2,1.0,0.1,1.5,1.9,9.7
Vassilis Spanoulis,,,NBA,,31,0,8.8,0.7,2.3,.319,0.2,0.9,.172,0.6,1.4,.419,.354,1.1,1.4,.810,0.2,0.5,0.7,0.9,0.2,0.0,0.9,1.1,2.7
Daniel Sparks,,,ABA,,67,,17.8,2.4,6.2,.386,0.0,0.0,,2.4,6.2,.386,.386,1.8,2.6,.690,2.2,2.3,4.5,0.7,1.1,2.7,6.5
Guy Sparrow,,,NBA,,150,,17.2,3.1,8.6,.358,,,,,,,,1.6,2.7,.608,4.9,0.9,2.7,7.8,,,,,
Rory Sparrow,,,NBA,,836,562,27.0,3.9,8.4,.466,0.1,0.5,.260,3.8,7.9,.478,.473,1.1,1.4,.797,0.5,1.6,2.1,5.0,1.0,0.1,1.8,2.3,9.0
Odie Spears,,,TOT,,479,,22.9,3.1,8.5,.366,,,,,,,,2.5,3.2,.763,4.0,1.9,3.3,8.7,,,NBA,,422
Art Spector,,,TOT,,169,,,1.9,6.8,.280,,,,,,,,1.2,2.1,.575,,0.8,2.1,5.0,,,BAA,,162
Marreese Speights,,,NBA,,705,78,15.1,3.1,6.7,.459,0.3,0.9,.356,2.8,5.8,.475,.484,1.4,1.8,.797,1.3,2.7,4.1,0.7,0.3,0.5,0.9,2.2,7.9
Omari Spellman,,,NBA,,22,8,18.2,2.2,5.8,.386,0.9,2.7,.317,1.4,3.0,.448,.461,1.0,1.3,.750,1.9,2.5,4.5,1.0,0.8,0.6,0.7,1.5,6.3
Andre Spencer,,,NBA,,48,2,16.1,2.6,5.9,.445,0.0,0.0,.000,2.6,5.8,.448,.445,2.0,2.7,.733,1.4,1.8,3.2,1.0,0.8,0.3,1.0,2.2,7.2
Elmore Spencer,,,NBA,,157,75,16.8,2.5,4.8,.516,0.0,0.0,.000,2.5,4.8,.518,.516,0.9,1.6,.580,0.8,2.7,3.5,0.7,0.3,1.1,1.6,2.1,5.9
Felton Spencer,,,NBA,,640,404,19.2,1.9,3.9,.484,0.0,0.0,.000,1.9,3.9,.484,.484,1.5,2.3,.658,2.1,3.3,5.4,0.3,0.4,0.8,1.0,3.3,5.2
Lou Spicer,,,BAA,,4,,,0.0,1.8,.000,,,,,,,,0.3,0.5,.500,,0.0,0.8,0.3
Craig Spitzer,,,NBA,,10,,4.4,0.8,2.1,.381,,,,,,,,0.2,0.3,.667,2.4,0.0,0.4,1.8
Tiago Splitter,,,NBA,,355,153,19.2,3.0,5.4,.555,0.0,0.0,.143,3.0,5.4,.558,.556,1.9,2.7,.697,1.6,3.4,5.0,1.2,0.6,0.6,1.1,1.9,7.9
Art Spoelstra,,,NBA,,278,,18.9,2.7,7.0,.391,,,,,,,,1.7,2.5,.693,4.6,1.0,2.9,7.2,,,,,
Bruce Spraggins,,,ABA,,70,,22.7,4.4,9.8,.446,0.0,0.1,.400,4.3,9.7,.446,.448,3.4,4.8,.708,,,4.7,0.9,1.2,2.5,12.2
Latrell Sprewell,,,NBA,,913,868,38.6,6.7,15.7,.425,1.2,3.6,.337,5.4,12.1,.451,.464,3.8,4.7,.804,0.8,3.2,4.1,4.0,1.4,0.4,2.7,1.8,18.3
Larry Spriggs,,,NBA,,169,39,13.0,2.0,3.9,.517,0.0,0.0,.000,2.0,3.9,.522,.517,1.1,1.5,.752,0.7,1.5,2.3,1.3,0.5,0.2,1.2,2.0,5.2
Jim Springer,,,BAA,,2,,,0.0,0.0,,,,,,,,,0.5,0.5,1.000,,0.0,0.0,0.5
Jim Spruill,,,BAA,,1,,,1.0,3.0,.333,,,,,,,,0.0,0.0,,,0.0,3.0,2.0
Ryan Stack,,,NBA,,43,0,9.2,0.7,2.0,.352,0.0,0.0,.000,0.7,2.0,.356,.352,0.9,1.1,.787,0.8,1.0,1.8,0.2,0.1,0.5,0.6,1.8,2.3
Jerry Stackhouse,,,NBA,,970,564,31.2,5.6,13.6,.409,1.0,3.3,.309,4.5,10.3,.441,.446,4.8,5.8,.822,1.0,2.2,3.2,3.3,0.9,0.5,2.7,1.9,16.9
Kevin Stacom,,,NBA,,347,0,13.1,2.2,5.3,.417,0.1,0.3,.500,2.2,5.3,.417,.417,0.7,0.9,.768,0.5,0.9,1.5,1.5,0.3,0.0,1.2,1.0,5.1
Erv Staggs,,,ABA,,53,,20.0,3.6,8.9,.399,0.0,0.1,.286,3.5,8.8,.400,.401,1.4,2.2,.640,0.7,1.6,2.3,1.4,2.1,2.9,8.5
Bud Stallworth,,,NBA,,313,,17.5,3.3,7.9,.414,,,,,,,,1.2,1.7,.686,0.8,1.9,2.8,0.7,0.5,0.2,2.2,7.7,
Dave Stallworth,,,NBA,,522,,20.1,3.6,8.2,.438,,,,,,,,2.1,2.9,.732,1.1,1.7,4.7,1.7,0.6,0.1,2.4,9.3,
Ed Stanczak,,,NBA,,76,,,2.3,6.7,.338,,,,,,,,3.1,4.1,.759,1.9,1.0,2.8,7.6,,,,,
Terence Stansbury,,,NBA,,192,31,15.5,2.4,5.5,.444,0.1,0.6,.224,2.3,4.9,.468,.455,1.3,1.6,.779,0.4,1.0,1.4,2.0,0.6,0.1,1.3,2.5,6.3
John Starks,,,NBA,,866,420,27.2,4.6,11.1,.412,1.4,4.1,.340,3.2,6.9,.455,.476,2.0,2.6,.769,0.5,2.0,2.5,3.6,1.1,0.1,1.8,2.6,12.5
Keith Starr,,,NBA,,17,,3.8,0.4,1.4,.250,,,,,,,,0.1,0.1,1.000,0.4,0.2,0.6,0.4,0.1,0.0,0.6,0.8
Nik Stauskas,,,NBA,,292,63,20.8,2.4,6.1,.390,1.2,3.5,.351,1.1,2.6,.441,.490,1.1,1.3,.808,0.2,1.8,2.1,1.6,0.4,0.3,1.1,1.4,7.0
Larry Staverman,,,NBA,,265,,12.8,1.8,3.8,.465,,,,,,,,1.1,1.4,.785,3.8,0.9,2.2,4.7,,,,,
Larry Steele,,,NBA,,610,,24.2,3.3,6.9,.483,0.0,0.3,.000,3.3,6.8,.484,.483,1.6,2.0,.796,0.9,1.9,2.9,2.8,1.8,0.2,1.3,3.0,8.2
Matt Steigenga,,,NBA,,2,0,6.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.5,1.0,.500,0.0,1.5,1.5,1.0,0.5,0.5,1.0,0.5,1.5
Vladimir Stepania,,,NBA,,270,19,13.8,1.7,4.0,.425,0.0,0.1,.133,1.7,3.9,.429,.426,0.8,1.4,.536,1.6,2.7,4.4,0.3,0.4,0.5,0.8,1.8,4.1
D.J. Stephens,,,NBA,,3,0,5.0,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,0.3,0.3,1.000,0.3,1.3,1.7,0.0,0.0,0.0,0.0,0.0,2.3
Everette Stephens,,,NBA,,38,0,5.7,0.7,2.0,.333,0.1,0.3,.200,0.6,1.7,.354,.347,0.5,0.6,.792,0.3,0.3,0.6,1.0,0.2,0.1,0.8,0.6,1.9
Jack Stephens,,,NBA,,72,,30.8,3.4,8.9,.386,,,,,,,,3.4,5.0,.692,5.2,2.9,2.0,10.3
Joe Stephens,,,NBA,,22,0,10.3,1.4,3.8,.357,0.2,1.0,.190,1.2,2.9,.413,.381,0.3,0.5,.700,0.8,1.2,2.0,0.5,0.5,0.1,0.5,0.6,3.2
Lance Stephenson,,,NBA,,464,196,23.9,3.5,7.9,.445,0.6,2.1,.306,2.9,5.8,.495,.485,1.1,1.6,.688,0.7,3.6,4.3,2.9,0.7,0.1,1.7,2.0,8.7
Alex Stepheson,,,NBA,,8,0,9.1,1.1,3.4,.333,0.0,0.0,,1.1,3.4,.333,.333,0.5,1.5,.333,2.4,1.1,3.5,0.3,0.1,0.6,0.0,1.5,2.8
Brook Steppe,,,NBA,,238,28,12.0,1.9,4.0,.469,0.0,0.1,.310,1.8,3.8,.474,.474,1.7,2.1,.820,0.5,0.9,1.4,1.2,0.4,0.1,1.0,1.4,5.4
Barry Stevens,,,NBA,,2,0,3.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0
Wayne Stevens,,,NBA,,8,,6.1,0.4,2.4,.158,,,,,,,,0.9,1.3,.700,2.0,0.5,0.5,1.6
DeShawn Stevenson,,,NBA,,824,542,22.3,2.7,6.7,.406,0.7,2.0,.340,2.0,4.7,.433,.456,1.1,1.6,.698,0.5,1.7,2.2,1.6,0.5,0.2,1.0,1.4,7.2
Dennis Stewart,,,TOT,,12,,6.0,1.3,4.0,.333,0.1,0.3,.333,1.3,3.8,.333,.344,0.6,0.8,.778,0.4,1.0,1.4,0.2,0.9,1.0,3.3,,
Kebu Stewart,,,NBA,,15,0,7.3,0.8,1.7,.462,0.0,0.0,,0.8,1.7,.462,.462,1.1,1.7,.640,0.6,1.5,2.1,0.1,0.3,0.1,0.5,0.9,2.7
Larry Stewart,,,NBA,,270,72,20.1,2.8,5.6,.509,0.0,0.2,.205,2.8,5.4,.518,.512,1.7,2.3,.753,1.6,2.3,4.0,1.3,0.5,0.4,1.3,2.1,7.4
Michael Stewart,,,NBA,,286,43,11.5,0.9,1.9,.442,0.0,0.0,,0.9,1.9,.442,.442,0.5,0.9,.522,1.2,2.0,3.2,0.3,0.2,1.0,0.5,1.9,2.2
Norm Stewart,,,NBA,,5,,7.4,0.8,3.0,.267,,,,,,,,0.4,1.2,.333,1.0,0.4,1.8,2.0
Greg Stiemsma,,,NBA,,203,42,15.0,1.3,2.6,.509,0.0,0.0,.000,1.3,2.6,.509,.509,0.5,0.7,.705,0.9,2.4,3.3,0.5,0.6,1.1,0.7,2.5,3.2
Steve Stipanovich,,,NBA,,403,365,31.2,5.0,10.3,.484,0.0,0.1,.179,5.0,10.2,.489,.486,3.2,4.0,.796,1.9,5.9,7.8,2.3,1.0,0.9,1.9,3.6,13.2
Bryant Stith,,,NBA,,586,406,28.0,3.4,8.1,.424,0.5,1.6,.329,2.9,6.5,.447,.456,2.7,3.2,.841,1.0,2.4,3.4,2.0,1.0,0.2,1.3,1.9,10.1
Sam Stith,,,NBA,,32,,13.8,1.8,5.1,.364,,,,,,,,0.7,1.2,.605,1.6,1.9,1.7,4.4
Tom Stith,,,NBA,,25,,8.4,1.5,4.4,.336,,,,,,,,0.1,0.4,.300,1.6,0.7,0.9,3.1
Alex Stivrins,,,NBA,,22,0,4.1,0.9,2.0,.465,0.0,0.1,.000,0.9,1.9,.488,.465,0.2,0.4,.500,0.5,0.5,1.0,0.2,0.1,0.1,0.5,0.6,2.0
David Stockton,,,NBA,,6,0,7.0,0.7,1.5,.444,0.5,0.8,.600,0.2,0.7,.250,.611,1.2,1.7,.700,0.0,0.3,0.3,1.5,0.3,0.0,0.8,0.7,3.0
John Stockton,,,NBA,,1504,1300,31.8,4.7,9.1,.515,0.6,1.5,.384,4.1,7.6,.541,.546,3.2,3.9,.826,0.6,2.1,2.7,10.5,2.2,0.2,2.8,2.6,13.1
Peja Stojakovic,,,NBA,,804,665,33.5,6.0,13.3,.450,2.2,5.5,.401,3.8,7.9,.484,.532,2.8,3.1,.895,0.9,3.8,4.7,1.8,0.9,0.1,1.4,1.7,17.0
Ed Stokes,,,NBA,,4,0,4.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.3,0.5,.500,0.3,0.8,1.0,0.3,0.3,0.5,0.5,1.0,0.8
Greg Stokes,,,NBA,,42,13,9.1,1.4,3.0,.445,0.0,0.0,.000,1.4,3.0,.449,.445,0.4,0.5,.696,0.7,0.8,1.5,0.4,0.3,0.3,0.5,1.5,3.1
Jarnell Stokes,,,NBA,,28,2,5.4,0.9,1.5,.581,0.0,0.0,,0.9,1.5,.581,.581,0.6,1.1,.531,0.6,0.8,1.4,0.3,0.3,0.2,0.3,1.0,2.4
Maurice Stokes,,,NBA,,202,,37.3,6.2,17.7,.351,,,,,,,,4.0,5.8,.698,17.3,5.3,3.9,16.4
Art Stolkey,,,BAA,,23,,,1.6,7.1,.220,,,,,,,,1.3,1.9,.682,,1.7,3.1,4.4
Randy Stoll,,,ABA,,25,,16.1,2.6,5.5,.478,0.0,0.0,,2.6,5.5,.478,.478,0.4,1.0,.400,,,3.6,0.5,1.1,1.7,5.7
Diamond Stone,,,NBA,,7,0,3.4,0.4,1.9,.231,0.0,0.0,,0.4,1.9,.231,.231,0.6,0.6,1.000,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4
George Stone,,,ABA,,259,,26.8,5.3,11.9,.444,0.6,1.7,.323,4.7,10.2,.464,.467,2.5,3.2,.781,1.6,4.1,5.7,1.3,,1.4,2.9,13.6,
Julyan Stone,,,NBA,,70,2,7.2,0.4,0.9,.444,0.1,0.5,.313,0.3,0.4,.581,.524,0.2,0.3,.700,0.1,1.0,1.1,1.1,0.2,0.1,0.4,0.8,1.1
Awvee Storey,,,NBA,,60,1,6.8,1.0,2.3,.414,0.1,0.3,.250,0.9,2.1,.435,.429,0.4,0.8,.511,0.7,0.6,1.4,0.4,0.2,0.0,0.3,1.1,2.4
Damon Stoudamire,,,NBA,,878,793,33.2,4.9,12.1,.406,1.4,3.9,.357,3.5,8.2,.430,.464,2.1,2.6,.833,0.8,2.7,3.5,6.1,1.1,0.1,2.3,1.9,13.4
Salim Stoudamire,,,NBA,,157,1,17.0,2.8,7.0,.407,1.1,2.9,.366,1.8,4.1,.435,.483,1.3,1.5,.882,0.1,1.2,1.4,1.0,0.4,0.1,1.0,1.5,8.0
Amar'e Stoudemire,,,NBA,,846,696,31.0,7.0,13.0,.537,0.0,0.2,.236,7.0,12.9,.540,.538,4.9,6.4,.761,2.4,5.4,7.8,1.2,0.8,1.2,2.3,3.2,18.9
Paul Stovall,,,TOT,,38,,10.7,1.6,3.9,.416,0.0,0.0,,1.6,3.9,.416,.416,1.4,2.2,.634,1.6,2.8,3.1,0.7,0.3,0.5,1.6,1.8,4.6
D.J. Strawberry,,,NBA,,33,0,8.2,0.9,2.8,.315,0.2,0.8,.240,0.7,2.0,.343,.348,0.3,0.6,.474,0.3,0.6,0.8,0.9,0.4,0.2,0.3,1.1,2.2
Joe Strawder,,,NBA,,231,,27.6,3.2,7.5,.426,,,,,,,,2.2,3.2,.686,9.9,1.1,4.2,8.6
Bill Stricker,,,NBA,,1,,2.0,2.0,3.0,.667,,,,,,,,0.0,0.0,,0.0,0.0,1.0,4.0
Erick Strickland,,,NBA,,501,122,20.3,2.7,6.8,.392,0.8,2.3,.351,1.9,4.5,.413,.451,1.4,1.7,.826,0.4,2.2,2.6,2.4,0.8,0.1,1.3,1.9,7.5
Mark Strickland,,,NBA,,281,26,12.2,1.9,3.9,.488,0.0,0.0,.222,1.9,3.9,.490,.489,0.7,1.1,.668,1.0,1.8,2.7,0.4,0.3,0.4,0.6,1.1,4.6
Rod Strickland,,,NBA,,1094,740,30.7,5.0,10.9,.454,0.2,0.6,.282,4.8,10.3,.465,.462,3.1,4.4,.721,1.1,2.7,3.7,7.3,1.5,0.2,2.6,1.9,13.2
Roger Strickland,,,NBA,,1,,4.0,1.0,3.0,.333,,,,,,,,0.0,0.0,,0.0,0.0,1.0,2.0
John Stroeder,,,NBA,,46,0,6.4,0.7,1.8,.369,0.0,0.0,.000,0.7,1.8,.378,.369,0.4,0.7,.667,0.6,1.2,1.8,0.5,0.1,0.3,0.6,1.1,1.8
Derek Strong,,,NBA,,456,72,18.7,2.3,5.4,.430,0.0,0.1,.180,2.3,5.3,.436,.432,2.1,2.6,.786,1.7,3.1,4.9,0.6,0.4,0.2,0.9,1.6,6.8
Lamont Strothers,,,NBA,,13,0,11.9,1.8,5.6,.329,0.2,1.2,.133,1.7,4.5,.379,.342,0.8,1.1,.714,0.7,0.5,1.2,1.1,0.7,0.1,1.3,1.2,4.6
John Stroud,,,NBA,,9,,9.8,1.2,3.8,.324,0.0,0.0,,1.2,3.8,.324,.324,0.3,0.4,.750,0.8,0.7,1.4,1.0,0.1,0.0,0.4,0.8,2.8
Red Stroud,,,ABA,,7,,4.7,0.7,1.6,.455,0.1,0.1,1.000,0.6,1.4,.400,.500,1.3,1.4,.900,,,0.3,0.1,1.3,1.0,2.9
Rodney Stuckey,,,NBA,,651,302,27.5,4.5,10.6,.423,0.4,1.4,.300,4.0,9.1,.442,.443,3.2,3.9,.824,0.6,2.3,2.9,3.6,0.9,0.1,1.8,2.1,12.6
Gene Stump,,,TOT,,148,,,2.1,7.0,.303,,,,,,,,1.0,1.5,.692,,0.8,1.5,5.3,,,BAA,,99
Stan Stutz,,,BAA,,166,,,2.4,9.5,.256,,,,,,,,2.3,2.8,.813,,1.1,2.4,7.1,,,,,
Gary Suiter,,,NBA,,30,,4.7,0.6,1.8,.352,,,,,,,,0.1,0.3,.444,1.4,0.1,0.7,1.4
Jared Sullinger,,,NBA,,269,172,24.3,4.4,10.0,.436,0.5,1.9,.272,3.8,8.1,.476,.463,1.5,2.1,.723,2.5,4.9,7.5,1.8,0.7,0.6,1.2,2.9,10.8
DaJuan Summers,,,NBA,,83,7,9.9,1.2,3.2,.384,0.3,1.0,.367,0.9,2.3,.392,.438,0.5,0.8,.642,0.3,0.7,1.0,0.3,0.2,0.1,0.4,1.3,3.3
Edmond Sumner,,,NBA,,7,0,3.7,0.4,0.9,.500,0.1,0.3,.500,0.3,0.6,.500,.583,0.0,0.3,.000,0.1,0.1,0.3,0.1,0.1,0.0,0.3,0.7,1.0
